"RECORD","FC_mass","FC_QC","FC_samples","LE","LE_QC","LE_samples","H","H_QC","H_samples","NETRAD","energy_closure","Bowen_ratio","TAU","TAU_QC","USTAR","TSTAR","TKE","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","e_amb","e_sat_amb","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","e","e_sat","TA_1_1_3","RH_1_1_3","T_DP_1_1_3","e_probe","e_sat_probe","H2O_density_probe","PA","VPD","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","CO2_density","CO2_density_SIGMA","H2O_density","H2O_density_SIGMA","CO2_sig_strgth_Min","H2O_sig_strgth_Min","P","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","TS_1_1_1","G_plate_1_1_1","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","UPWND_DIST_INTRST","FP_DIST_INTRST","T_nr","R_LW_in_meas","R_LW_out_meas"
2769,-0.5822018,7,18000,102.9204,7,18000,-17.69532,7,18000,NA,1,-0.1719321,0.02029665,7,0.1240327,0.1077052,0.2512939,21.601,35.49429,5.581777,0.921494,2.591977,21.64029,35.55137,5.58331,0.9214002,2.597997,-42.68591,0.3147566,-98.18162,4.613306e-05,0.01464713,0.0004331845,87.25873,16.76597,-0.4012762,0.3747053,-0.1698991,0.5891587,-0.01560935,0.1227825,22.63558,0.6529922,249,0.7041355,0.4357616,202.9476,50.00657,46.05237,2.739855,644.8334,22.37004,6.773142,1.059898,0.916724,0.8854711,0,0,NA,NA,NA,NA,89.15016,23.65529,-72.25615,15.87639,2.145515,1,19.68039,0.6514153,1.23743,31.0809,5.479395,3.166235,95.67381,96.27451,NA,NA,NA
2770,-0.2591919,9,18000,43.4365,9,18000,-13.38105,9,18000,NA,1,-0.3080601,0.01668024,9,0.1127053,0.09005304,0.1415711,22.362,36.85981,6.866821,0.9999219,2.713041,22.4117,36.82135,6.869099,0.9999967,2.721784,-41.59885,0.3182062,-97.50077,5.174207e-05,0.01627395,0.0004839927,87.26285,17.21788,-0.8047481,0.3081703,-0.02868456,0.4141941,-0.03970362,0.128905,23.49499,0.2767775,249,0.9174179,0.8052592,182.0414,28.32162,66.95856,2.241889,636.9634,10.81869,7.33205,0.6519968,0.9168711,0.8855864,0,0,NA,NA,NA,NA,94.1729,29.29409,-64.75574,15.87033,1.759957,1,19.68981,0.41223,4.098994,118.812,16.63748,10.43313,95.67381,88.06163,NA,NA,NA
2771,-0.6916649,7,18000,148.5655,7,18000,-25.73197,7,18000,-67.52969,1,-0.1732029,0.04513638,7,0.1874743,0.106452,0.2345365,24.24698,33.41516,7.049623,1.01368,3.045779,23.90059,34.0917,7.032552,1.012433,2.981332,-36.36234,0.3244787,-94.65603,9.086321e-05,0.0284152,0.0008301623,87.26372,19.68899,-1.178942,0.4854328,-0.1990595,0.4278295,-0.07065672,0.2244769,25.00298,0.8998435,249,1.264163,1.195628,189.5838,18.8598,59.41626,3.46931,657.9312,9.987946,7.385744,0.7527474,0.9183556,0.887825,0,0,-14.60743,26.2788,-1.443458,25.2,99.53871,34.89671,-57.25536,15.86423,1.505322,1,19.4683,0.2084185,3.649773,83.13719,13.30941,8.57802,95.67381,91.17425,NA,NA,NA
2772,-1.040847,3,18000,317.4915,3,18000,-29.54018,4,18000,-74.84291,1,-0.09304243,0.09981325,4,0.2822141,0.0831897,0.6496615,26.07394,27.69802,5.836738,0.9377849,3.389945,25.60275,28.50274,5.813765,0.9361929,3.297377,-30.53978,0.3250265,-91.6158,0.0001573197,0.04913316,0.001404982,87.25753,23.61184,-1.104766,0.7289126,-1.06707,0.8120655,-0.09593504,0.3294827,26.62755,0.4114589,249,1.762653,1.535954,224.0055,29.04863,24.99445,4.750242,653.2259,8.227896,6.791436,1.026003,0.9227982,0.8925207,0,0,-15.88486,29.29605,-1.863164,27.79883,105.4267,40.40796,-49.75414,15.85837,1.328426,1,19.35953,0.04714361,2.982754,58.62514,10.40561,6.643775,95.67381,93.7135,NA,NA,NA
2773,-1.231801,3,17996,409.8351,3,17996,-57.45784,3,17996,-79.55346,1,-0.1401974,0.1082805,1,0.295614,0.156239,0.5645984,26.86638,21.76662,2.937099,0.7721158,3.551968,26.4608,22.32804,2.91774,0.7709433,3.46864,-27.77936,0.3274943,-90.22941,0.0002068974,0.06345555,0.001826413,87.25482,26.97696,-0.05906443,0.7025331,-1.739993,0.7021396,-0.01760765,0.3776823,27.30642,0.3018221,249,1.877727,1.741,268.0558,21.85728,340.9442,4.998734,630.5979,14.11462,5.576941,1.132307,0.9196708,0.8907662,0,0,-16.00838,31.37822,-2.442217,29.72464,112.0743,45.75303,-42.25341,15.85235,1.202017,1,19.43935,-0.06305464,3.309844,69.16772,11.64602,7.545753,95.67381,92.58048,NA,NA,NA
2774,-0.9280677,1,18000,305.8997,1,18000,-55.51038,1,18000,-80.90327,1,-0.181466,0.05316718,1,0.2077522,0.2160438,0.4376306,27.46587,17.71206,0.3856029,0.6515298,3.678952,27.09375,18.17993,0.3679773,0.6505246,3.600937,-26.34146,0.3285406,-89.53242,0.0002399756,0.07241905,0.002104925,87.25252,29.50412,0.1172403,0.6652167,-1.337475,0.5980107,-0.01916361,0.2741005,27.80846,0.4705477,249,1.49838,1.342604,275.0096,26.11711,333.9904,4.366413,615.2283,11.51119,4.696272,1.239144,0.920931,0.8895383,0,0,-15.38519,31.72255,-3.02828,30.76725,119.8008,50.82912,-34.75299,15.84625,1.110549,1,19.45351,-0.122602,3.621853,90.70262,13.81647,8.80687,95.67381,90.44411,NA,NA,NA
2775,-1.478819,3,18000,427.0946,3,18000,-39.44634,3,18000,-84.5797,1,-0.09235973,0.03319294,1,0.1639733,0.1940885,0.4244001,28.48767,19.18024,2.062723,0.7484196,3.904911,27.87687,19.96898,2.033683,0.7466149,3.769541,-26.86526,0.3287326,-89.96397,0.0002307277,0.06963329,0.002026359,87.25408,30.22926,0.265412,0.6193351,-0.7365731,0.6409697,0.01472645,0.2332,28.69964,0.3838097,249,1.054791,0.7829336,289.8158,41.12182,319.1842,3.52202,606.6174,16.53254,5.376547,1.769119,0.9194557,0.8876277,0,0,-15.63763,33.2415,-3.408567,32.292,129.0218,55.48679,-27.25215,15.84028,1.044806,1,19.53701,-0.1204009,2.247709,52.03665,8.591824,5.382073,95.67381,94.20094,NA,NA,NA
2776,-1.446905,5,18000,466.9817,5,18000,-29.07425,8,18000,-89.29747,1,-0.06225994,0.0616593,2,0.2239855,0.1051951,0.5532501,28.99232,18.04433,1.683039,0.7253848,4.021163,28.46831,18.67278,1.658275,0.7238913,3.901453,-25.81998,0.3296557,-89.37234,0.0002493807,0.07599629,0.002183727,87.23681,31.77562,0.3968375,0.7023091,-0.9963734,0.7319015,-0.004900556,0.2785364,29.26776,0.4191443,249,1.320822,1.072492,291.7165,35.12185,317.2835,3.626078,608.3439,13.65415,5.202168,1.655418,0.9192031,0.8870418,0,0,-17.75418,34.57544,-3.4301,33.53775,140.2125,59.50634,-19.75122,15.83436,0.9988163,1,19.53832,-0.03786416,2.44586,46.66616,8.656688,5.384853,95.67381,95.00826,NA,NA,NA
2777,-1.074614,7,17996,388.4544,7,17996,-10.67174,7,17996,-93.63432,1,-0.0274723,0.02856424,7,0.1529677,0.05692165,0.4743466,30.17868,15.61119,0.5022175,0.6726699,4.305281,29.43481,16.33296,0.4678207,0.6708245,4.125137,-24.20665,0.3305767,-88.7232,0.0002914725,0.08811363,0.002534112,87.21316,34.54313,0.1694272,0.6687984,-0.5441896,0.6739465,-0.02792905,0.217251,30.17826,0.3287986,249,1.000582,0.5699546,287.2934,53.13853,321.7066,3.219404,609.4273,13.37407,4.804981,1.731803,0.8851963,0.8853399,0,0,-18.94199,35.88425,-3.744783,35.0633,153.7308,62.58458,-12.25079,15.82826,0.9691979,1,19.56014,0.1425819,1.655867,23.91867,5.600878,3.313264,95.67381,97.82684,NA,NA,NA
2778,-1.265609,5,18000,455.4281,5,18000,-28.58283,7,18000,-94.35783,1,-0.06276035,0.03331197,7,0.1652243,0.1412032,0.6715922,30.7071,15.69325,0.9877153,0.6973067,4.437246,29.98531,16.40769,0.9541715,0.6954184,4.25781,-24.15725,0.3308687,-88.93027,0.0002920668,0.08849195,0.002539338,87.19619,35.62391,0.4969511,0.7593448,-0.4847685,0.8425624,-0.01240842,0.2380513,30.75749,0.2939779,249,1.188734,0.6942345,315.711,52.24271,293.289,4.305952,606.9813,13.77788,4.972178,1.783803,0.9151279,0.885583,0,0,-18.85562,36.16417,-3.76098,35.57705,169.4111,64.369,-4.7501,15.82222,0.9539949,1,19.61958,0.4322578,1.949385,37.4612,7.163486,4.317559,95.67381,95.95863,NA,NA,NA
2779,-1.613178,3,17996,597.5633,3,17996,-73.85207,3,17996,-93.0469,1,-0.1235887,0.09197003,1,0.2748097,0.2197929,0.583213,30.4565,16.18942,1.298742,0.7080967,4.373726,30.06927,16.66369,1.280202,0.7068667,4.279095,-23.71142,0.3329711,-88.5498,0.0003019584,0.09155449,0.00262331,87.17972,35.72228,0.4333026,0.7501092,-1.400765,0.7078233,-0.001311034,0.3205443,30.85446,0.2898758,249,1.663027,1.466253,287.1885,27.8624,321.8115,5.13794,601.584,11.70141,5.053735,1.62319,0.9149756,0.8870093,0,0,-18.43063,35.67091,-3.686908,35.25844,186.1613,64.58203,2.751016,15.81635,0.9521141,1,19.57468,0.827014,2.783485,60.19532,10.10075,6.447845,95.67381,93.45455,NA,NA,NA
2780,-1.353762,3,18000,489.6797,3,18000,-65.1507,3,18000,-92.71622,1,-0.1330476,0.107045,1,0.2967071,0.1798648,0.7327917,30.62158,14.85151,0.1839668,0.6561155,4.415203,30.33839,15.20534,0.17029,0.6551884,4.345728,-23.35421,0.332264,-88.36173,0.0003139383,0.09462689,0.00272189,87.16904,36.9054,0.8056334,0.8239916,-1.300699,0.82185,0.002724512,0.3334427,31.06668,0.3440124,249,1.770618,1.529989,301.7734,29.86049,307.2266,5.559299,598.9129,11.12457,4.680043,1.567171,0.9197764,0.8713605,0,0,-18.40542,35.46158,-3.617586,35.23164,202.263,63.18535,10.25161,15.81025,0.9634987,1,19.62126,1.314088,2.662003,55.81612,9.616912,6.094431,95.67381,93.94073,NA,NA,NA
2781,-1.238143,3,18000,458.9434,3,18000,-57.72808,3,18000,-94.98337,1,-0.1257847,0.06992148,4,0.2399284,0.1972984,0.6167737,30.91722,14.62729,-0.09224557,0.6565965,4.490701,30.55393,15.05366,-0.1096568,0.6554583,4.39998,-23.14814,0.3312641,-88.39947,0.0003194388,0.09651424,0.002766956,87.14739,37.44521,0.6917751,0.8373836,-0.8651667,0.6731769,0.0264102,0.2813698,31.28329,0.3740995,249,1.368959,1.10773,308.6454,35.38346,300.3546,4.55571,596.2094,12.83862,4.679148,1.79094,0.9193169,0.886448,0,0,-18.72536,36.21819,-3.995122,36.04469,216.3915,60.40787,17.752,15.80412,0.9887266,1,19.5722,1.87418,2.166923,47.51012,8.186068,5.079961,95.67381,94.73437,NA,NA,NA
2782,-1.564241,3,17996,532.6614,3,17996,-90.5106,3,17996,-93.05151,1,-0.1699215,0.1203604,1,0.31458,0.2356201,0.6496758,30.76381,14.71293,0.1728613,0.6553327,4.451268,30.47618,15.10364,0.1587607,0.6543081,4.381004,-23.5588,0.3341948,-88.65442,0.0003133835,0.09296159,0.00271816,87.11981,37.26696,1.200746,0.7617194,-0.8446653,0.7860603,0.04403887,0.3181894,31.20424,0.4477473,249,1.670302,1.468072,324.8755,28.18452,284.1245,4.834929,596.3489,11.80269,4.672253,1.572558,0.9192297,0.8747651,0,0,-17.7058,35.52678,-4.195294,35.62364,228.165,56.59857,25.2533,15.7983,1.02963,1,19.57571,2.500731,2.222689,47.89738,8.317151,5.170213,95.67381,94.7018,NA,NA,NA
2783,-1.067172,1,18000,361.0376,1,18000,-65.99532,1,18000,-93.07362,1,-0.1827935,0.05432088,2,0.2110588,0.2553968,0.4221448,30.88609,15.85656,1.049526,0.7101783,4.482718,30.56055,16.38241,1.033118,0.7088028,4.403648,-24.32666,0.3334324,-88.90854,0.0002898475,0.08744962,0.002521729,87.07668,36.94846,0.4983491,0.6553181,-1.099893,0.5969925,0.006290834,0.2417597,31.34984,0.5336668,249,1.36218,1.207523,294.3748,27.2931,314.6252,3.726483,591.0009,14.40005,5.061648,1.907864,0.9069331,0.8719718,0,0,-17.55452,35.31433,-4.536497,35.66827,237.8502,52.0799,32.75383,15.79222,1.089176,1,19.5913,3.178762,2.955796,75.12873,11.1984,7.268355,95.67381,91.87721,NA,NA,NA
2784,-1.17182,3,18000,408.1414,3,18000,-70.4595,3,18000,-97.50629,1,-0.172635,0.06842762,1,0.2374159,0.2434912,0.4541553,31.42823,15.00786,0.8989652,0.6936582,4.623354,31.03549,15.51623,0.8798263,0.6922707,4.523949,-23.31511,0.3307477,-88.52566,0.0003159043,0.09502971,0.0027375,87.04234,38.31678,0.5566013,0.6726798,-1.009024,0.6206412,0.02007068,0.2657388,31.80791,0.5045694,249,1.354054,1.15236,298.8823,31.26173,310.1177,3.849961,591.835,12.24216,4.934922,1.680024,0.9197903,0.8865219,0,0,-18.43446,36.75625,-5.224836,37.09075,245.9192,47.09235,40.25422,15.78609,1.17269,1,19.56951,3.878129,2.296852,54.1287,8.799403,5.534408,95.67381,93.9848,NA,NA,NA
2785,-0.97509,1,18000,318.0942,1,18000,-62.89799,1,18000,-94.05997,1,-0.1977338,0.05393501,1,0.2101706,0.2441201,0.2758653,31.2053,15.64903,1.365176,0.713999,4.565289,30.82648,16.18668,1.346473,0.7125633,4.471377,-24.84736,0.3313242,-89.37258,0.0002797345,0.08366039,0.002436339,87.00689,37.58813,0.6498325,0.5023464,-0.8953791,0.4981462,0.02089927,0.2263384,31.6213,0.612148,249,1.222802,1.106338,305.9709,24.99781,303.0291,3.820327,591.5416,12.19428,5.083416,1.654764,0.9198974,0.8871979,0,0,-17.4223,35.43644,-5.110308,36.09092,252.8107,41.80136,47.75533,15.78021,1.288181,1,19.58331,4.580365,2.576224,64.9378,9.912485,6.345541,95.67381,92.85609,NA,NA,NA
2786,-0.8708414,1,18000,280.0846,1,18000,-69.25247,1,18000,-89.55142,1,-0.2472556,0.04129753,1,0.1833182,0.3061839,0.2045665,30.33791,18.12541,3.057907,0.7872823,4.344301,30.10186,18.54507,3.045911,0.7862294,4.289724,-26.51499,0.3315489,-90.17976,0.0002380852,0.0713788,0.00208958,86.98222,35.03495,0.3695414,0.4359264,-1.037902,0.4182102,0.01494754,0.2102414,30.97739,0.6490959,249,1.173356,1.101724,289.5981,20.01343,319.4019,3.218102,587.4554,11.41666,5.621118,1.414929,0.9193352,0.8885679,0,0,-16.66104,33.6595,-4.72683,34.50406,258.8671,36.32067,55.25606,15.77417,1.449287,1,19.64681,5.27606,3.077859,90.63718,12.5839,7.95673,95.67381,90.42351,NA,NA,NA
2787,-0.7982492,3,18000,234.2639,3,18000,-36.01073,3,18000,-94.8764,1,-0.1537187,0.02802717,3,0.1505017,0.1926016,0.1960878,31.51268,14.78257,0.1822034,0.6862753,4.64645,31.14186,15.40874,0.1633802,0.6845822,4.553589,-28.23649,0.3309321,-90.95084,0.0002058336,0.06241821,0.001816166,86.96098,38.69007,0.2984964,0.3852245,-0.6000755,0.4732592,0.01274243,0.1407242,31.90645,0.6338345,249,0.8104624,0.6702145,296.4473,33.6951,312.5527,2.602714,588.0557,19.70878,4.881085,2.250333,0.9202048,0.8880336,0,0,-17.69893,35.40164,-5.4708,36.30503,264.3457,30.72994,62.75666,15.76804,1.679438,1,19.61439,5.975202,1.890194,49.75819,7.74579,4.800828,95.67381,94.29402,NA,NA,NA
2788,-0.5158222,1,18000,143.5,1,18000,-25.18764,1,18000,-98.47703,1,-0.1755235,0.01530729,2,0.111425,0.1826153,0.1637862,32.29992,13.05165,-0.9295948,0.6349832,4.857681,31.59138,13.83581,-0.9634118,0.6327479,4.67023,-27.39874,0.333118,-90.38052,0.000220546,0.06744816,0.001941046,86.94527,40.37482,0.276192,0.4234094,-0.5726143,0.3636732,0.007131936,0.1266438,32.29918,0.5627621,249,0.7343205,0.6357426,295.7497,29.67782,313.2503,2.656806,591.0303,18.13384,4.504081,2.050207,0.921015,0.8888181,0,0,-18.18892,36.53308,-6.309439,37.44558,269.4391,25.08856,70.2576,15.7621,2.023166,1,19.60655,6.614308,2.762798,87.47014,11.62389,7.357373,95.67381,90.67718,NA,NA,NA
2789,-0.5190929,1,18000,161.1775,1,18000,-30.9544,1,18000,-94.68472,1,-0.1920516,0.01013815,1,0.09029998,0.2746104,0.1018054,31.50443,16.84289,2.902168,0.7823251,4.646287,30.76876,17.71416,2.86707,0.7799293,4.4567,-29.49371,0.3316176,-91.6259,0.0001835044,0.05553312,0.001627345,86.93239,36.76771,0.1713894,0.2792385,-0.7874922,0.3361955,0.0002172944,0.1122908,31.63976,0.6749618,249,0.8625443,0.8059253,282.2784,20.75274,326.7216,2.10801,588.1853,15.10471,5.563899,1.620059,0.9203217,0.8879833,0,0,-17.49655,35.01439,-6.073733,36.10006,274.2943,19.44507,77.75848,15.75611,2.574815,1,19.64786,7.195841,5.740792,244.573,26.94588,16.19432,95.67381,80.40675,NA,NA,NA
2790,-0.01121582,9,18000,10.5377,9,18000,-2.94305,9,18000,-83.69346,1,-0.2792876,0.001809718,9,0.0375364,0.06080025,0.03656973,30.3381,13.65303,-0.7965419,0.5917264,4.344965,30.45002,13.67217,-0.7921063,0.5917041,4.375022,-37.32325,0.331863,-95.33229,8.521073e-05,0.02561785,0.0007815251,86.92537,37.83318,0.0745265,0.1994007,-0.7471561,0.178706,0.006161834,0.03798649,31.10948,0.5593225,249,0.7762725,0.7508636,275.6962,14.6545,333.3038,1.864561,610.2323,8.056355,4.225352,1.007008,0.9219424,0.8904651,0,0,-15.42528,30.95139,-4.971983,32.34481,279.0284,13.84402,85.25891,15.74997,3.573681,1,19.73835,7.713261,20.59815,1194.979,109.6791,63.05996,95.67381,51.50483,NA,NA,NA
2791,-0.0002765153,8,18000,1.748332,8,18000,-1.003841,8,18000,-80.50113,1,-0.5741706,0.001051521,7,0.02842891,0.0270317,0.0783356,30.21574,16.28581,1.814179,0.7015607,4.314562,29.93163,16.55894,1.800977,0.7008568,4.245487,-40.36055,0.329289,-96.81644,6.09508e-05,0.01846068,0.0005671805,86.923,35.4463,0.1425769,0.2331266,-0.4664807,0.3191467,0.01112986,0.02164558,30.71191,0.4437512,249,0.5211564,0.4877847,286.9954,20.49699,322.0046,1.426851,610.9833,2.929217,5.011411,0.4434871,0.9177233,0.8878856,0,0,-14.66062,29.75703,-4.834483,31.249,283.7407,8.335924,92.75945,15.74391,5.836469,1,19.76773,8.179883,16.1351,877.5034,83.65968,48.49037,95.67381,58.30449,NA,NA,NA
2792,0.06269732,9,18000,36.97397,9,18000,-20.31278,9,18000,NA,1,-0.5493805,0.005797416,9,0.06639045,0.2316896,0.05777131,28.49616,18.33869,1.488761,0.7024683,3.913883,28.53225,18.42227,1.48993,0.7023442,3.926472,-42.89266,0.3278099,-98.10434,4.660527e-05,0.01415476,0.0004384087,86.91801,32.24128,0.07164229,0.3241037,-0.4610687,0.1005647,0.01057266,0.01965079,29.31,1.269764,249,0.5611244,0.4666015,278.8322,33.24483,330.1678,0.9818845,626.8442,12.18519,5.050982,1.370323,0.9212425,0.8894578,0,0,NA,NA,NA,NA,288.5189,3.030998,100.2607,15.73803,14.33465,1,19.82677,8.591155,3.783906,147.218,17.23117,10.58117,95.67381,86.2185,NA,NA,NA
2793,0.02142395,9,18000,9.831155,9,18000,-0.2151102,9,18000,NA,1,-0.02188046,0.002700142,8,0.0449422,0.00356611,0.1513568,25.38828,24.82929,3.275504,0.80245,3.255438,26.80597,23.12257,3.341851,0.8059471,3.543391,-46.5832,0.3239202,-100.0048,3.131304e-05,0.00958114,0.0002990627,86.92265,27.37444,-0.6749118,0.2075814,-0.5831423,0.5082299,-0.04253009,0.03641211,27.69428,0.7244968,249,0.9982996,0.8919402,220.828,26.43885,28.172,1.429946,632.8759,13.53128,5.826542,1.611046,0.8953417,0.8645772,0,0,NA,NA,NA,NA,293.4427,-2.29526,107.7611,15.73189,31.26808,0.1166667,19.87286,8.939878,19.56394,247.3452,55.05709,37.618,95.67381,72.73609,NA,NA,NA
2794,0.435144,9,17996,17.86091,9,17996,-18.32464,9,17996,-69.70207,1,-1.025963,0.004706213,9,0.05887054,0.2283116,0.02458462,24.188,21.44104,0.5438703,0.6432617,3.035059,25.17179,20.32532,0.589356,0.6453219,3.220044,-50.05857,0.3224575,-101.7835,2.079123e-05,0.006421571,0.0002018749,86.94257,25.74722,-0.4384187,0.1562077,-0.9206336,0.154578,-0.03243499,0.02956362,25.8787,1.118772,249,1.031485,1.019696,244.5356,8.659657,4.464355,1.400454,737.0375,56.84881,4.689819,0.6311679,0.9068981,0.8741848,0,0,-13.03904,25.05644,-5.302011,26.30458,298.5904,-7.51906,115.2617,15.72578,NA,0,19.88001,9.224297,19.17584,1056.194,99.94289,57.80257,95.67381,53.88588,NA,NA,NA
2795,0.3982086,8,18000,-1.458004,8,18000,-4.723379,8,18000,-65.90329,1,3.23962,0.01124719,6,0.09061213,0.03790191,0.06101599,23.04408,21.71419,-0.004826682,0.614074,2.827795,24.30676,20.24582,0.05357071,0.6166419,3.052186,-51.90938,0.3197359,-102.8578,1.661735e-05,0.005183396,0.0001627175,86.97844,24.35545,-0.4188069,0.1983936,-0.6425118,0.2863387,-0.03578949,0.02611666,24.97996,0.4840932,249,0.8234532,0.7669541,236.9026,21.21712,12.09744,1.462576,768.3264,31.02684,4.49233,0.2721669,0.9020419,0.8696086,0,0,-11.99873,23.91828,-4.873947,25.11233,304.0385,-12.36937,122.7631,15.71993,NA,0,19.8593,9.464256,5.364186,150.0092,21.16342,13.40155,95.67381,85.52175,NA,NA,NA
2796,0.1144258,8,18000,-4.541275,8,18000,-8.667782,8,18000,-63.05251,1,1.908667,0.03270712,6,0.154232,0.04071051,0.2372831,21.58124,29.91404,3.092558,0.7731656,2.588158,22.65872,28.3315,3.14342,0.775695,2.766343,-52.70349,0.317281,-103.3999,1.498003e-05,0.004719068,0.0001472384,86.99075,19.90648,-0.3658417,0.431227,-0.3211329,0.5350009,-0.01335524,0.04882108,23.50133,0.8545968,249,0.817637,0.4867913,221.2764,51.52494,27.72357,1.438576,769.6649,42.17903,5.684413,0.8587305,0.9194517,0.8893491,0,0,-10.97284,23.15675,-4.611255,24.31166,309.8579,-16.89848,130.2636,15.71379,NA,0,19.83492,9.683433,1.092678,23.72349,4.742525,2.606076,95.67381,97.29418,NA,NA,NA
2797,0.158247,8,18000,3.003894,8,18000,-4.360966,8,18000,-60.75908,1,-1.451771,0.003291797,5,0.04886396,0.06447696,0.02576128,20.97478,30.94783,3.160812,0.7706232,2.492915,22.02456,29.19028,3.210964,0.7733044,2.65985,-53.28185,0.3188176,-103.6263,1.406977e-05,0.004407689,0.0001386533,86.99514,18.86546,0.07565893,0.2050577,-0.5225211,0.09482992,0.01832906,0.02193554,22.86276,0.6497301,249,0.5602195,0.52797,278.2389,19.43422,330.7611,1.029834,843.7987,30.41219,5.677527,0.3448047,0.9199526,0.8901251,0,0,-10.27632,22.54411,-4.271725,23.66692,316.1153,-21.04251,137.764,15.70768,NA,0,19.8309,9.804403,7.893447,364.6595,38.37938,22.612,95.67381,74.71279,NA,NA,NA
2798,0.5583012,9,18000,20.53953,9,18000,-26.95478,9,18000,-55.93988,1,-1.312337,0.00895314,9,0.08074327,0.2421213,0.09900326,19.37084,39.13252,5.094733,0.8824736,2.258355,19.84105,38.16997,5.117575,0.8838033,2.327164,-52.41126,0.3142729,-103.1201,1.533863e-05,0.004928652,0.000150514,86.99726,14.43361,0.8182418,0.3941978,-0.7891418,0.1830163,0.02657066,0.09549689,20.79244,0.886821,249,1.169235,1.136777,316.0372,13.49573,292.9628,3.161308,905.7433,36.12213,6.537054,0.3411503,0.9170867,0.8868221,0,0,-9.36623,20.892,-3.614341,22.0673,322.8624,-24.72277,145.265,15.70171,NA,0,19.82796,9.806736,12.46586,648.2249,63.5239,36.94464,95.67381,64.67429,NA,NA,NA
2799,1.112959,4,18000,19.25782,3,18000,-55.38339,4,18000,-53.13273,1,-2.87589,0.0203533,4,0.12287,0.3330096,0.1550704,19.1091,42.54199,6.067356,0.9436482,2.222585,19.74923,41.01618,6.09893,0.9456918,2.314203,-48.28444,0.3150575,-100.7975,2.4815e-05,0.007913613,0.0002389678,87.00185,13.68511,0.6705012,0.4210092,-1.087901,0.3365317,0.01505351,0.1401377,20.76727,0.9497837,249,1.360217,1.277928,301.6465,19.92283,307.3535,2.439077,782.6398,46.07602,6.996397,0.2707842,0.9140805,0.8831409,0,0,-8.889147,20.00667,-3.086725,21.15019,330.1236,-27.85118,152.7659,15.69568,NA,0,19.81838,9.695598,7.323465,325.9052,35.01115,20.74593,95.67381,76.34026,NA,NA,NA
2800,0.1527114,9,18000,5.180285,9,18000,-1.785317,9,18000,NA,1,-0.3446368,0.02670631,7,0.1416685,0.009432808,0.6554632,19.91878,38.0896,5.194881,0.8885463,2.335554,20.24717,37.47651,5.21076,0.8894578,2.38596,-45.27654,0.3150408,-99.42168,3.469126e-05,0.0109992,0.0003296739,87.0216,14.96502,0.037772,0.4268162,-0.4189402,1.055885,-0.007265952,0.1177325,21.20573,0.8235231,249,1.130603,0.4206347,275.1519,64.18736,333.8481,2.747233,725.5268,12.16656,6.569938,0.3313794,0.9044141,0.8735541,0,0,NA,NA,NA,NA,337.8834,-30.33648,160.2665,15.68956,NA,0,19.81383,9.491448,1.025684,20.24326,4.371778,2.318115,95.67381,97.8007,NA,NA,NA
2801,-0.4919876,8,18000,-27.15636,8,18000,37.78841,8,18000,-53.75544,1,-1.391512,0.09310204,4,0.2626946,-0.1061981,0.5971348,19.16386,40.50052,5.354133,0.9005226,2.22982,20.12568,38.66855,5.400588,0.9031396,2.374409,-48.27554,0.3186102,-100.9293,2.531064e-05,0.00790267,0.0002436836,87.06879,14.71269,0.1894727,0.3957727,0.4813111,1.010014,0.01713989,0.1323037,21.09785,1.447686,249,0.9658251,0.5172619,68.51243,55.20108,180.4875,4.141244,696.3096,21.82544,6.675841,0.5865608,0.9130257,0.8816925,0,0,-7.976002,20.67675,-3.366019,21.73667,346.0733,-32.09261,167.7673,15.68352,NA,0,19.85095,9.22617,0.4689366,8.182878,2.474231,0.9833542,95.67381,99.67928,NA,NA,NA
2802,-0.0008195564,9,18000,18.76012,9,18000,-23.50292,9,18000,-50.90559,1,-1.252813,0.02362974,9,0.1323475,0.1311128,0.1741683,17.90882,45.39725,5.93471,0.9349769,2.060254,18.31598,44.36936,5.954798,0.936233,2.114329,-48.23846,0.3147283,-100.9359,2.477723e-05,0.007902915,0.0002386743,87.07839,11.78096,-1.15156,0.4107018,0.1155988,0.3915552,-0.06693777,0.162312,19.31798,0.5747352,249,1.218436,1.157348,174.2676,18.13687,74.73242,2.996539,753.8528,16.65795,6.960595,0.2591773,0.9110935,0.8799211,0,0,-8.491936,19.21767,-2.813467,20.38253,354.5657,-33.04995,175.2683,15.67754,NA,0,19.87516,8.819016,5.5234,176.1696,23.1316,14.35829,95.67381,83.83987,NA,NA,NA
