"RECORD","FC_mass","FC_QC","FC_samples","LE","LE_QC","LE_samples","H","H_QC","H_samples","NETRAD","energy_closure","Bowen_ratio","TAU","TAU_QC","USTAR","TSTAR","TKE","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","e_amb","e_sat_amb","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","e","e_sat","TA_1_1_3","RH_1_1_3","T_DP_1_1_3","e_probe","e_sat_probe","H2O_density_probe","PA","VPD","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","CO2_density","CO2_density_SIGMA","H2O_density","H2O_density_SIGMA","CO2_sig_strgth_Min","H2O_sig_strgth_Min","P","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","TS_1_1_1","G_plate_1_1_1","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","UPWND_DIST_INTRST","FP_DIST_INTRST","T_nr","R_LW_in_meas","R_LW_out_meas"
2151,-1.465247,5,17996,407.41,5,17996,23.64142,5,17996,NA,1,0.05802858,0.1282118,2,0.3171358,-0.05824475,0.891266,27.52297,36.40775,11.20111,1.344088,3.691082,26.7012,38.07027,11.15997,1.340491,3.517713,-34.49353,0.3308332,-93.69839,0.0001119002,0.03359864,0.001014835,87.31187,21.77222,0.3742547,0.6981008,1.143435,1.084926,-0.005134128,0.3436899,28.17637,0.4492654,249,1.559442,1.203125,71.87633,38.71854,177.1237,5.730994,616.7834,12.40904,9.686322,1.200899,0.9277024,0.8960151,0,0,NA,NA,NA,NA,124.8217,57.94076,-27.4995,19.19979,1.01658,1,20.18959,5.098202,1.683781,27.70989,5.996304,3.516564,95.67381,97.21329,NA,NA,NA
2152,-1.585381,3,18000,477.6259,3,18000,38.6888,3,18000,NA,1,0.0810023,0.05877493,2,0.2156647,-0.1413963,0.6324032,28.09838,34.31334,10.78741,1.309652,3.81733,27.01688,36.40017,10.73347,1.305009,3.583828,-32.43356,0.3336543,-92.63496,0.0001364771,0.04116229,0.001227659,87.29629,22.78819,-0.02425496,0.8098491,0.2791508,0.7339607,0.00772151,0.2650516,28.45449,0.4772093,249,0.9620921,0.2802018,94.96587,68.19209,154.0341,3.793929,615.404,12.7618,9.420256,1.300012,0.927753,0.8959998,0,0,NA,NA,NA,NA,136.1691,62.23625,-19.99907,19.19518,0.9733773,1,20.27158,4.843126,0.1875134,4.183516,1.424056,0.3799393,95.67381,107.706,NA,NA,NA
2153,-1.469859,7,18000,434.2949,7,18000,21.56339,7,18000,NA,1,0.04965148,0.0488793,3,0.197144,-0.08662464,0.7292318,28.57726,31.8295,10.04915,1.248744,3.924972,27.61478,33.53821,10.00152,1.244813,3.711414,-31.37336,0.3331372,-92.26379,0.0001505805,0.04541675,0.00134875,87.26385,24.66601,-0.07483675,0.6128878,0.5453594,1.002672,-0.01711681,0.2783556,28.98892,0.427168,249,1.10862,0.5504724,97.81355,57.47357,151.1865,4.565253,614.103,13.20451,8.968076,1.366758,0.9279945,0.8958697,0,0,NA,NA,NA,NA,150.3908,65.61513,-12.49936,19.19039,0.9452295,1,20.50559,4.654514,0.9640904,13.34979,3.570645,1.891645,95.67381,98.97343,NA,NA,NA
2154,-1.380223,3,18000,452.0865,3,18000,27.50659,3,18000,NA,1,0.06084365,0.1199867,8,0.3083587,-0.07040858,1.086347,28.88054,31.9472,10.37022,1.275903,3.9947,28.03117,33.45738,10.3281,1.272343,3.802506,-32.26463,0.334289,-92.70763,0.0001399671,0.04191586,0.001257519,87.2337,25.30163,0.0361701,0.7585566,0.5711646,1.230183,-0.05248903,0.2897185,29.43832,0.3819557,249,1.423205,0.5723097,86.3765,62.631,162.6235,4.173891,611.7921,13.21858,9.153774,1.384196,0.9271711,0.8950313,0,0,NA,NA,NA,NA,167.5388,67.64433,-4.99955,19.18561,0.9304725,1,20.35413,4.521698,0.4131747,6.981495,2.313645,0.8683189,95.67381,100.0226,NA,NA,NA
2155,-1.39487,5,18000,454.924,5,18000,31.6417,5,18000,NA,1,0.06955381,0.04198124,3,0.1829694,-0.1373564,0.9725674,29.07318,31.22654,10.20094,1.261214,4.039517,28.49879,32.22022,10.17252,1.258833,3.90782,-30.86103,0.3323775,-92.07327,0.0001583068,0.0475236,0.001414987,87.19673,26.48987,-0.3089147,0.9867836,0.58372,0.9320374,-0.03763912,0.3204673,29.89365,0.4728475,249,1.328111,0.6604229,117.8885,57.4321,131.1115,5.318267,612.4997,11.84114,9.042567,1.34194,0.9271907,0.8946997,0,0,NA,NA,NA,NA,186.2822,67.94543,2.50109,19.18104,0.9280717,1,20.51482,4.459161,1.549328,18.53862,4.874233,2.918728,95.67381,98.6159,NA,NA,NA
2156,-1.424161,8,18000,463.285,8,18000,11.11504,8,18000,NA,1,0.0239918,0.08907533,2,0.2665284,-0.03312554,0.7744594,29.60669,30.1262,10.09902,1.254655,4.165699,28.9918,31.14653,10.06868,1.25213,4.020963,-30.95299,0.3326139,-92.36452,0.0001563806,0.04712145,0.001398629,87.15791,27.68832,-0.04613157,0.8056267,0.8556331,0.9013991,-0.009713465,0.2955741,30.38216,0.4553629,249,1.293693,0.8568772,93.08611,47.06721,155.9139,4.43335,606.7625,12.9494,8.979771,1.444548,0.9267435,0.894283,0,0,NA,NA,NA,NA,204.179,66.45159,10.00078,19.17624,0.9379442,1,20.40262,4.470085,1.25016,20.20573,4.676222,2.586214,95.67381,98.07133,NA,NA,NA
2157,-1.106452,9,18000,372.9081,9,18000,-9.034844,9,18000,NA,1,-0.02422808,0.04858021,9,0.1977431,0.03662927,0.7674305,29.67515,28.68206,9.423214,1.199437,4.181932,29.12598,29.586,9.396142,1.197196,4.05243,-28.79207,0.3330591,-90.84318,0.0001924126,0.05787773,0.001705149,87.12571,28.55234,-0.6035867,0.8085523,0.01657406,0.8950101,-0.05126885,0.2829505,30.45591,0.4197748,249,1.162398,0.6038145,178.427,56.15025,70.57297,5.012994,611.133,12.52209,8.582572,1.4222,0.9285063,0.8960981,0,0,NA,NA,NA,NA,219.4098,63.46473,17.50052,19.17143,0.9608177,1,20.39614,4.542031,1.131203,18.7394,4.37579,2.357128,95.67381,98.19594,NA,NA,NA
2158,-1.349077,7,18000,479.0783,7,18000,-10.38153,7,18000,NA,1,-0.0216698,0.08660203,2,0.2640412,0.03152613,0.7223788,30.3972,27.76789,9.5581,1.210526,4.359452,29.71234,28.85415,9.524371,1.207701,4.19155,-28.87372,0.3334735,-91.0378,0.0001924004,0.05762359,0.00170465,87.08093,29.8385,-0.2527328,0.7673585,0.6179874,0.8789238,-0.01148003,0.2888105,31.05733,0.3615871,249,1.164409,0.6676703,112.2426,52.90495,136.7574,3.843278,605.9148,11.61861,8.641165,1.420097,0.9276311,0.8951792,0,0,NA,NA,NA,NA,231.6433,59.42575,25.00097,19.16681,0.9979969,1,20.52985,4.671927,0.7772917,13.87086,3.441998,1.651558,95.67381,98.67092,NA,NA,NA
2159,-1.446063,3,18000,416.4373,3,18000,-22.01959,8,18000,NA,1,-0.05287612,0.1412703,4,0.3365294,0.05224529,1.078592,30.06665,27.70927,9.262162,1.185197,4.277715,29.7199,28.29919,9.244953,1.18369,4.19382,-30.03604,0.3344853,-91.66582,0.000175065,0.05174325,0.001557805,87.03028,30.1013,-0.4979793,1.112171,0.9681505,0.9015551,-0.07681417,0.3278084,31.03868,0.3972584,249,1.661915,1.088714,117.2195,47.5701,131.7805,4.630542,605.682,11.68363,8.469617,1.320052,0.927708,0.8952513,0,0,NA,NA,NA,NA,241.4079,54.70839,32.50117,19.16207,1.052184,1,20.44255,4.834579,1.229346,23.24482,4.920962,2.703201,95.67381,97.52403,NA,NA,NA
2160,-1.191311,7,18000,376.0672,7,18000,-20.4693,7,18000,NA,1,-0.05442991,0.02255847,7,0.1347135,0.1217503,0.4435449,30.65298,25.52683,8.377473,1.129668,4.423151,30.04523,26.52994,8.347416,1.127046,4.273349,-29.31298,0.3313923,-91.29528,0.0001844058,0.05545336,0.001636634,86.98406,31.46304,-0.3810121,0.6334524,0.07093533,0.6701863,-0.02723052,0.1915152,31.30258,0.3688938,249,0.8335465,0.3875591,169.4536,59.24905,79.54639,3.604341,604.6832,17.20466,8.057068,1.882829,0.8666373,0.8502921,0,0,NA,NA,NA,NA,249.3792,49.56886,40.00092,19.15725,1.127733,1,20.3803,4.994916,0.9998911,17.54084,4.09856,2.12407,95.67381,98.23814,NA,NA,NA
2161,-0.7756791,7,18000,207.4414,7,18000,-28.5872,7,18000,NA,1,-0.1378086,0.03060221,7,0.1565138,0.1456254,0.379611,30.21427,27.47764,9.097721,1.181558,4.316519,29.84186,28.17283,9.079024,1.179776,4.225816,-30.66295,0.3341743,-91.99628,0.000160724,0.0488992,0.001435349,86.93341,30.46039,-0.4789733,0.6515129,0.2558731,0.5484008,-0.03380035,0.1844165,31.158,0.6093091,249,0.8819667,0.5430354,151.8884,50.21283,97.11157,3.535683,598.263,17.61597,8.440703,1.734245,0.9290017,0.8977355,0,0,NA,NA,NA,NA,256.1081,44.17123,47.5012,19.15259,1.231273,1,20.37989,5.222344,1.248695,29.56204,5.400236,3.096933,95.67381,96.53406,NA,NA,NA
2162,-0.7173181,1,18000,200.9473,2,18000,-21.89477,1,18000,NA,1,-0.1089578,0.03096135,1,0.1577455,0.1111075,0.428066,31.48959,25.53811,9.047193,1.186181,4.639838,30.46181,27.2029,8.996306,1.181635,4.377138,-29.815,0.332312,-91.54038,0.000175141,0.05309661,0.001557609,86.88735,31.95503,-0.08409172,0.5840491,0.3641111,0.6944198,-0.02360287,0.1811072,31.78368,0.407176,249,0.815284,0.3736955,103.0045,59.61279,145.9955,3.818134,596.5126,18.81776,8.436453,2.075308,0.9294591,0.8969759,0,0,NA,NA,NA,NA,261.9898,38.62287,55.00138,19.14788,1.373813,1,20.35507,5.447567,0.6190252,13.47304,3.235233,1.523218,95.67381,98.54344,NA,NA,NA
2163,-0.5887187,1,17997,180.5998,1,17997,-19.73479,1,17997,NA,1,-0.1092736,0.0198784,3,0.1265542,0.1251393,0.2634706,31.68764,24.47066,8.550657,1.147316,4.693782,30.69909,25.99129,8.501925,1.143092,4.437088,-29.35363,0.3333035,-91.03854,0.0001849404,0.0553988,0.001641157,86.83659,32.93996,0.07707276,0.4456373,0.573798,0.552345,-0.01181903,0.1525237,31.97918,0.3772575,249,0.7918388,0.5789491,82.34975,41.99948,166.6503,2.977634,598.311,16.83129,8.155434,1.999648,0.929221,0.896781,0,0,NA,NA,NA,NA,267.3028,32.99735,62.5011,19.14305,1.573633,1,20.33848,5.67263,2.044405,49.8704,8.06671,5.016177,95.67381,94.36729,NA,NA,NA
2164,-0.4818607,1,17939,162.5871,1,17939,-26.72441,1,17939,NA,1,-0.1643698,0.01988426,1,0.1264882,0.1693225,0.1738278,30.92786,26.63828,9.245041,1.200798,4.495278,30.30017,27.86049,9.212044,1.197426,4.33812,-29.8094,0.3349217,-91.43233,0.0001782391,0.05304931,0.001584457,86.79044,31.40695,-0.1337521,0.391162,-0.778862,0.4135051,-0.00696038,0.1538225,31.64195,0.5722529,249,0.8700265,0.7902619,260.2558,24.52585,348.7442,2.703547,595.795,18.23989,8.554861,2.032342,0.7927939,0.7915106,0,0,NA,NA,NA,NA,272.247,27.34838,70.00101,19.13829,1.864219,1,20.35357,5.922981,3.286068,96.5661,13.45123,8.466592,95.67381,89.92319,NA,NA,NA
2165,-0.4233361,2,18000,134.532,2,18000,-36.23538,1,18000,NA,1,-0.2693439,0.02166361,1,0.1317409,0.2194767,0.1967076,30.48647,25.94806,8.523701,1.135415,4.381727,30.04797,26.79025,8.501533,1.13327,4.276741,-30.94584,0.3346716,-92.17963,0.0001621024,0.0482141,0.001446041,86.756,31.43471,0.1688234,0.3977799,-0.6798846,0.4616641,0.008616976,0.1485013,31.31523,0.6258819,249,0.8378097,0.7005334,283.9452,32.78763,325.0548,2.453766,601.2682,12.47694,8.103263,1.600827,0.9313126,0.8997285,0,0,NA,NA,NA,NA,276.9711,21.7194,77.50175,19.13367,2.312234,1,20.29282,6.233323,2.444342,76.69887,10.11703,6.533,95.67381,91.62634,NA,NA,NA
2166,-0.2555832,7,18000,96.38082,7,18000,-32.11093,7,18000,NA,1,-0.3331672,0.02093855,7,0.1283661,0.1960751,0.2128843,29.51213,29.90654,10.00903,1.237977,4.146227,29.09774,30.66828,9.988297,1.236084,4.048212,-35.29794,0.3302644,-94.30078,0.0001049443,0.03128567,0.0009540446,86.7362,28.12128,-0.746903,0.50301,0.1945407,0.3870423,-0.03673493,0.1514852,30.47694,0.6943474,249,0.9135978,0.7718202,165.4009,31.90886,83.59906,3.643009,604.0468,9.09976,8.863026,0.8406761,0.9316009,0.9002818,0,0,NA,NA,NA,NA,281.5889,16.15153,85.00148,19.12884,3.070577,1,20.33009,6.533904,3.014531,97.00288,12.83114,8.035077,95.67381,89.88729,NA,NA,NA
2167,-0.05201676,7,18000,31.59849,7,18000,-17.11775,7,18000,NA,1,-0.5417269,0.01283345,7,0.09955126,0.1322563,0.05330669,28.02567,32.91112,10.20991,1.250807,3.800878,28.01471,32.96712,10.20927,1.250701,3.799434,-39.81913,0.3268951,-96.70714,6.425678e-05,0.0195946,0.0005963808,86.71418,25.48734,-0.8993081,0.2169065,0.2455067,0.2188938,-0.03532293,0.1079373,29.40574,0.3966026,249,0.9527658,0.9322162,164.7306,11.89583,84.26935,1.966551,614.7086,1.796045,8.999194,0.3716455,0.9290155,0.8975003,0,0,NA,NA,NA,NA,286.1963,10.68686,92.50121,19.12403,4.578751,1,20.34607,6.812861,6.075632,226.3844,27.05248,16.48226,95.67381,80.994,NA,NA,NA
2168,-0.001689953,7,18000,3.467305,7,17999,-6.221972,7,17999,NA,1,-1.794469,0.005032888,7,0.06173952,0.07602216,0.01892396,26.95126,35.87668,10.55685,1.279468,3.570982,27.31916,35.15213,10.57521,1.281026,3.648275,-44.38919,0.3250705,-98.9194,3.973566e-05,0.01214274,0.0003759743,86.68312,23.67249,-0.9044417,0.13623,-0.1794431,0.1237274,-0.04788789,0.06309406,28.74142,0.4522118,249,0.9292712,0.9220705,191.2219,7.130146,57.77814,1.668006,623.2673,5.27417,9.238481,0.217447,0.9256925,0.7929257,0,0,NA,NA,NA,NA,290.7735,5.502762,99.83915,19.11954,8.58676,0.9111111,20.36065,7.09879,12.3672,588.8405,60.7396,35.75897,95.67381,65.80769,NA,NA,NA
2169,0.01121281,7,18000,10.96365,7,18000,-10.74598,7,18000,NA,1,-0.9801463,0.005849529,7,0.0659835,0.1207332,0.06501278,24.98893,39.61995,10.30681,1.258898,3.178959,25.54117,38.46281,10.33439,1.261157,3.286257,-48.36655,0.3248109,-101.0972,2.541206e-05,0.007788191,0.0002448516,86.67355,20.251,-0.8887051,0.1849618,-0.2788916,0.3011982,-0.04983741,0.07137466,26.93309,0.6455781,249,0.9832518,0.9314372,197.4229,18.59424,51.57715,1.631167,648.367,13.00859,9.149522,0.3671781,0.9307254,0.9005636,0,0,NA,NA,NA,NA,295.7122,0.3298505,107.5163,19.11459,31.74562,0.5027778,20.36361,7.418408,11.87994,596.6218,59.63631,34.89268,95.67381,66.07362,NA,NA,NA
2170,0.0359902,9,18000,11.51546,9,18000,-8.68638,9,18000,NA,1,-0.7543235,0.004331495,9,0.05645028,0.1127543,0.1153657,23.03605,44.08672,10.14232,1.245496,2.826928,23.91971,42.10681,10.18656,1.249074,2.987265,-50.94529,0.3224996,-102.4637,1.881129e-05,0.005808802,0.0001833568,86.6824,17.38191,-0.5289162,0.1810415,-0.4046031,0.441328,-0.03333269,0.05643619,25.29051,1.152071,249,0.765104,0.6659243,217.4148,29.16327,31.58521,1.650218,736.0735,27.80251,9.111972,0.4416813,0.8586525,0.7990789,0,0,NA,NA,NA,NA,300.7432,-4.861459,114.9968,19.10979,NA,0,20.34083,7.733139,9.299344,451.4197,46.103,27.09631,95.67381,71.28592,NA,NA,NA
2171,-0.05607174,9,18000,-1.154549,9,18000,-2.484085,9,18000,NA,1,2.151564,0.0006198738,9,0.02127565,0.08492044,0.0113085,23.82795,38.42862,8.814001,1.138863,2.964667,25.1361,35.73701,8.878902,1.143825,3.207359,-52.60744,0.3224081,-103.3128,1.541218e-05,0.004773917,0.0001514112,86.67754,20.63535,-0.8990676,0.09841434,-0.6713598,0.1087056,-0.07378262,0.03338734,26.39594,0.5106822,249,1.12476,1.12207,216.7498,3.961549,32.25018,1.504509,712.5819,16.59786,8.309701,0.3761462,0.9269524,0.8942743,0,0,NA,NA,NA,NA,306.0864,-9.628848,122.5166,19.10513,NA,0,20.32917,8.059649,155.4742,2069.113,888.236,500.4862,95.67381,3.149886,NA,NA,NA
2172,0.3974616,9,18000,7.248174,9,18000,-39.44028,9,18000,NA,1,-5.441409,0.01058908,9,0.0877327,0.325469,0.1660383,22.48598,42.64598,9.128375,1.163393,2.737628,22.90195,41.85027,9.148914,1.164914,2.815404,-53.65303,0.3178517,-103.9549,1.342438e-05,0.004218862,0.000132516,86.66434,16.5049,-0.7848705,0.3363432,-0.06064948,0.4606597,-0.03695041,0.0821127,24.17576,1.626331,249,0.9425625,0.7872103,184.4187,32.8843,64.58133,2.543259,759.6273,45.87487,8.527228,0.3978595,0.8261739,0.7707253,0,0,NA,NA,NA,NA,311.7634,-14.04028,130.0167,19.10033,NA,0,20.30027,8.380037,5.973938,259.7471,28.33401,16.92299,95.67381,79.64872,NA,NA,NA
2173,0.105563,9,18000,5.491943,9,18000,-4.81332,9,18000,NA,1,-0.876433,0.002174825,9,0.03971605,0.08754931,0.0208123,21.01939,45.24694,8.667916,1.127622,2.501369,22.55313,41.45748,8.744688,1.133484,2.74859,-54.1185,0.3178196,-104.1632,1.269686e-05,0.003991226,0.0001256033,86.67139,16.15106,-0.2842022,0.1686467,-0.7211515,0.1110891,-0.01212331,0.02901918,23.79079,0.9159204,249,0.7914106,0.7751344,248.4909,11.61609,0.5091248,1.231067,804.1442,38.5653,8.306952,0.3796819,0.9243152,0.8927041,0,0,NA,NA,NA,NA,317.8418,-18.06004,137.5165,19.09551,NA,0,20.30334,8.676906,22.21262,1305.83,118.9137,68.22712,95.67381,49.3829,NA,NA,NA
2174,0.2156446,5,18000,7.765021,6,18000,-53.98674,5,18000,NA,1,-6.952556,0.02812474,7,0.1426283,0.2726907,0.3622889,19.77372,49.57018,8.916638,1.146399,2.316718,20.27291,48.24342,8.941706,1.148297,2.39183,-54.72426,0.3155017,-104.5986,1.171523e-05,0.003712303,0.0001162177,86.66791,12.43533,0.3396812,0.7005716,-0.5491948,0.4739855,0.02348148,0.09547173,21.51737,1.129231,249,1.001129,0.6457562,301.737,48.25943,307.263,3.428327,948.3196,63.45258,8.480082,0.2841967,0.9212303,0.8895429,0,0,NA,NA,NA,NA,324.3618,-21.61707,145.0166,19.09077,NA,0,20.28978,8.930802,1.783875,57.58905,7.862655,4.92065,95.67381,93.33302,NA,NA,NA
2175,1.156252,4,18000,43.38995,4,18000,-67.18019,4,18000,NA,1,-1.548289,0.02513854,8,0.1354318,0.3604859,0.3244531,19.64192,43.96847,6.981989,1.005315,2.298479,20.52441,41.85905,7.025674,1.008274,2.429887,-52.81377,0.3166887,-103.5152,1.476213e-05,0.004687397,0.0001451287,86.66666,14.21614,0.207724,0.710053,-1.004969,0.3435657,0.00682126,0.1633815,21.61706,1.150679,249,1.232728,1.026215,281.6784,33.15315,327.3216,4.166245,785.9966,52.10855,7.440974,0.3684816,0.9201051,0.8886688,0,0,NA,NA,NA,NA,331.3384,-24.63193,152.517,19.08605,NA,0,20.29101,9.174298,4.357889,172.2378,19.91824,12.16473,95.67381,84.56959,NA,NA,NA
2176,0.4966564,4,18000,42.00685,4,18000,-59.85286,4,18000,NA,1,-1.424836,0.01818454,8,0.1153385,0.3781146,0.09838198,20.79931,38.6726,6.20229,0.9527546,2.466212,21.57399,37.09415,6.240152,0.9551583,2.589373,-52.28033,0.3155509,-103.0756,1.560682e-05,0.004965628,0.0001531177,86.64912,16.34214,-0.769481,0.2895113,-0.7589716,0.3098761,-0.05577962,0.1300922,22.6128,0.8945455,249,1.131619,1.080806,224.606,17.16421,24.39398,2.288655,698.1961,14.14113,7.023504,0.3308453,0.9259169,0.8948711,0,0,NA,NA,NA,NA,338.751,-27.02319,160.0167,19.08123,NA,0,20.26775,9.342669,6.290139,278.2307,30.09055,17.8712,95.67381,78.73623,NA,NA,NA
2177,0.05398802,7,17996,14.93669,7,17996,-14.06495,7,17996,NA,1,-0.9416373,0.008123214,7,0.0774309,0.1335337,0.11975,21.22566,38.4726,6.506985,0.9730673,2.53197,21.60733,37.70321,6.525636,0.9742492,2.592978,-50.28756,0.3153392,-102.0459,1.983611e-05,0.006334294,0.000192686,86.65484,16.18729,-0.8748695,0.2571369,0.4374208,0.4027739,-0.05622908,0.1056119,22.66697,0.6585011,249,1.065043,0.9781253,153.4357,23.13962,95.56427,2.104925,703.2156,12.89871,7.162761,0.3530588,0.7988257,0.8967052,0,0,NA,NA,NA,NA,346.5359,-28.71548,167.5167,19.07643,NA,0,20.22189,9.38912,9.816408,458.7075,47.91824,28.27428,95.67381,70.68398,NA,NA,NA
2178,0.086192,7,18000,26.40339,7,18000,-34.75528,7,18000,NA,1,-1.316319,0.0191096,7,0.1197081,0.2168498,0.304412,20.50657,42.21114,7.222576,1.021532,2.423079,20.74579,41.69064,7.234351,1.022313,2.460465,-46.8293,0.3139751,-100.1977,2.899219e-05,0.009259702,0.0002774917,86.61597,14.38152,-0.9249848,0.3167506,0.2964188,0.6951424,-0.06953945,0.1589656,21.85539,0.8483848,249,1.188257,0.9713198,162.2315,34.60963,86.76846,3.048874,725.418,14.80283,7.53774,0.2452429,0.9253239,0.8942094,0,0,NA,NA,NA,NA,354.5825,-29.64816,175.0172,19.07175,NA,0,20.24895,9.378448,4.86609,185.9677,21.98897,13.39352,95.67381,83.6041,NA,NA,NA
2179,0.1697346,4,18000,25.53103,1,18000,-39.17632,1,18000,NA,1,-1.534459,0.03129064,1,0.1529466,0.1907283,0.17988,19.24489,44.12745,6.738365,0.9879932,2.239665,19.59644,43.26253,6.755769,0.989149,2.289802,-47.49374,0.3148257,-100.5718,2.711406e-05,0.008577403,0.000260273,86.62753,13.00653,-0.7780697,0.3499405,0.5323287,0.4513777,-0.04529785,0.1831935,20.66557,0.4762363,249,0.9966602,0.9427433,145.6216,18.83969,103.3784,3.817103,760.636,8.923014,7.321788,0.1999901,0.9248319,0.8935465,0,0,NA,NA,NA,NA,62.74001,-29.78518,-117.4829,19.06692,NA,0,20.29403,9.371962,3.17536,97.99194,13.27974,8.328394,95.67381,89.80154,NA,NA,NA
2180,0.1272644,7,18000,9.388776,7,18000,-17.4764,7,18000,NA,1,-1.861414,0.00980837,7,0.08493174,0.1507271,0.09677776,18.64812,49.56514,7.880756,1.068724,2.158159,19.50537,47.20594,7.923687,1.071805,2.278338,-51.24399,0.3132499,-102.6849,1.770722e-05,0.005627072,0.0001727849,86.59529,12.06533,-0.8317155,0.3618651,-0.3592926,0.232147,-0.06226931,0.09336455,20.66433,0.7659622,249,0.9335381,0.9060045,203.3638,13.91075,45.6362,2.195962,786.9957,14.53935,7.936341,0.3102851,0.9143811,0.8829458,0,0,NA,NA,NA,NA,10.84248,-29.12103,-169.9831,19.06207,NA,0,20.3245,9.27536,7.580889,335.9208,36.16881,21.4306,95.67381,75.82618,NA,NA,NA
2181,0.009805214,8,18000,14.24049,8,18000,-11.18085,8,18000,NA,1,-0.7851448,0.008525105,8,0.07913029,0.1033675,0.4885987,19.49687,47.49051,8.001755,1.077791,2.277071,19.99943,46.23569,8.026765,1.079549,2.351684,-51.44478,0.3122792,-102.7985,1.709485e-05,0.005476385,0.0001670468,86.6291,12.72136,0.3046663,0.9356694,-0.08719072,0.2883994,0.01760025,0.1361832,21.16824,1.07795,249,0.9528667,0.3168971,344.0297,66.17396,264.9703,3.092434,777.1345,23.80133,7.980866,0.3675486,0.9187627,0.8873152,0,0,NA,NA,NA,NA,18.73258,-27.68155,-162.4825,19.0574,NA,0,20.2817,9.101069,1.393022,44.41082,6.454509,3.908032,95.67381,94.62303,NA,NA,NA
2182,5.19325,4,17996,550.3464,4,17996,-294.5296,3,17996,NA,1,-0.5351713,0.548452,3,0.6413817,0.3430624,4.171739,21.29882,38.06186,12.11509,1.577447,2.573544,21.63509,35.47056,12.1289,1.576471,2.647458,-46.41478,0.3137925,-99.97568,3.667472e-05,0.01214105,0.0003442417,86.691,10.70987,0.4824627,1.22835,2.680322,2.521888,-0.02681174,0.6889965,23.34741,2.72784,249,2.986898,2.723405,79.79596,24.058,169.204,16.95855,783.4316,184.4423,11.65616,5.941113,0.7015566,0.7747912,0,0,NA,NA,NA,NA,26.42342,-25.47196,-154.839,19.0525,NA,0,20.25979,8.884067,1.9389,39.34397,7.261919,4.400128,95.67381,95.68919,NA,NA,NA
2183,0.3567516,3,18000,216.949,3,18000,-233.6659,3,18000,NA,1,-1.077055,1.110209,1,0.9418527,0.1974419,5.146698,25.22288,28.35421,5.582241,0.9134298,3.223217,25.4859,27.9741,5.594828,0.9141867,3.275063,-31.64412,0.3201858,-92.20592,0.0001404256,0.04397777,0.001259843,86.74408,23.60876,1.632295,2.005231,5.913081,2.252381,-0.06945514,1.095089,26.4921,0.5733581,249,6.427681,6.134238,74.56787,17.30691,174.4321,16.60529,624.6573,4.370949,6.633607,0.4176653,0.9012612,0.8890048,0,0,NA,NA,NA,NA,33.40079,-22.71552,-147.4974,19.04774,NA,0,20.08041,8.630182,3.988817,77.25041,13.48447,8.812759,95.67381,91.82496,NA,NA,NA
2184,0.3148586,2,18000,80.04622,1,18000,-95.32304,1,18000,NA,1,-1.19085,0.1993663,3,0.3961232,0.1886438,1.593301,23.60976,31.8245,5.802359,0.9286133,2.927426,23.79202,31.62373,5.810902,0.9290342,2.962783,-35.22192,0.3213381,-94.02068,0.0001033729,0.03181866,0.0009388812,86.74942,20.33749,-0.2145481,0.78435,1.44121,1.542945,-0.02958844,0.4367112,24.80858,0.9323559,249,1.804601,1.457098,98.46719,35.5446,150.5328,9.29751,634.3526,9.2309,6.781284,0.5700938,0.89647,0.876918,0,0,NA,NA,NA,NA,40.07979,-19.33514,-139.997,19.04302,NA,0,20.26643,8.33876,1.481944,30.91317,5.898958,3.428666,95.67381,96.5501,NA,NA,NA
2185,-1.639279,6,18000,-149.2485,7,18000,-124.1794,1,18000,NA,1,0.832031,0.4320782,4,0.5739189,0.1642873,2.897681,21.14206,51.1838,10.55461,1.33326,2.51928,21.28972,50.43544,10.56109,1.333123,2.546722,-42.76845,0.3196413,-98.00894,4.635546e-05,0.01442045,0.0004355899,86.73107,12.13599,0.5689669,1.546206,-2.681525,1.725856,-0.04731258,0.6527097,22.73965,0.8880039,249,3.16821,2.741217,281.9794,29.73639,327.0206,10.47674,699.5271,100.4308,9.820346,3.413434,0.7578872,0.8254992,0,0,NA,NA,NA,NA,46.2375,-15.51442,-132.5865,19.03831,NA,0,20.43922,8.025997,2.389262,47.62908,8.615267,5.3659,95.67381,94.84357,NA,NA,NA
